tt0000009|nm0183823
tt0000009|nm0085156
tt0000009|nm0063086
tt0000009|nm1309758
tt0000147|nm0280615
tt0000147|nm4081458
tt0000147|nm0179163
tt0000147|nm0714557
tt0000147|nm2256592
tt0000147|nm4082222
tt0000147|nm0103755
tt0000335|nm0675260
tt0000335|nm1011210
tt0000335|nm0095714
tt0000335|nm0675239
tt0000335|nm1012612
tt0000335|nm1012621
tt0000335|nm0675140
tt0000335|nm1010955
tt0000502|nm0063413
tt0000502|nm0657268
tt0000502|nm0675388
tt0000502|nm0215752
tt0000502|nm0252720
tt0000574|nm2421834
tt0000574|nm0675239
tt0000574|nm0846887
tt0000574|nm0846894
tt0000574|nm3002376
tt0000574|nm0170118
tt0000574|nm0846879
tt0000574|nm0317210
tt0000574|nm0425854
tt0000574|nm0846911
tt0016957|nm0114266
tt0016957|nm0300529
tt0000584|nm0191133
tt0000584|nm0305591
tt0000584|nm0400103
tt0000615|nm3071427
tt0000615|nm0888988
tt0000615|nm0581353
tt0000615|nm0240418
tt0000615|nm0533958
tt0000615|nm0092809
tt0000615|nm0167619
tt0000615|nm0346387
tt0000615|nm0218953
tt0000630|nm0624446
tt0000630|nm0143333
tt0000630|nm0209738
tt0000630|nm0000636
tt0000675|nm0194088
tt0000675|nm0148859
tt0000676|nm0194088
tt0000676|nm0140054
tt0000676|nm0097421
tt0000676|nm0729044
tt0000679|nm0877783
tt0000679|nm0000875
tt0000679|nm0122665
tt0000679|nm0933446
tt0000679|nm0542903
tt0000679|nm2924919
tt0000679|nm0091767
tt0000739|nm0400103
tt0000739|nm0191133
tt0000793|nm0691995
tt0000793|nm0081288
tt0000812|nm0185426
tt0000812|nm0870831
tt0000814|nm0870831
tt0000814|nm0185426
tt0000838|nm0017074
tt0000842|nm0005717
tt0000846|nm0023107
tt0000850|nm0550220
tt0000850|nm0063413
tt0000850|nm0063412
tt0000859|nm0005717
tt0000862|nm0386036
tt0000862|nm0526190
tt0000862|nm5289318
tt0000862|nm5188470
tt0000862|nm0511080
tt0000862|nm0535230
tt0000862|nm0264569
tt0000862|nm5289829
tt0000862|nm0878467
tt0000862|nm0957652
tt0000867|nm0023107
tt0000868|nm0005717
tt0000869|nm0005717
tt0000879|nm0023107
tt0000879|nm1747784
tt0000879|nm2681099
tt0000886|nm0609814
tt0000886|nm0000636
tt0000886|nm0099901
tt0000891|nm0814379
tt0000891|nm0727622
tt0000891|nm0333175
tt0000891|nm0488932
tt0000941|nm0550220
tt0000941|nm0034453
tt0000941|nm0140054
tt0000941|nm0243918
tt0000941|nm0063413
tt0000941|nm0294022
tt0000941|nm0848502
tt0000947|nm0488932
tt0000947|nm0814379
tt0000959|nm0870831
tt0000959|nm0185426
tt0000984|nm0023107
tt0000992|nm0119164
tt0001007|nm0870831
tt0001007|nm0185426
tt0001010|nm0870831
tt0001010|nm0185426
tt0001028|nm0294276
tt0001043|nm0294276
tt0001045|nm0621051
tt0001045|nm0285242
tt0001045|nm0000636
tt0001049|nm5188470
tt0001049|nm1834127
tt0001049|nm0535230
tt0001049|nm0251436
tt0001049|nm0280746
tt0001049|nm0022607
tt0001049|nm0762935
tt0001049|nm0104856
tt0001049|nm5217890
tt0001049|nm0526190
tt0001051|nm0550220
tt0001051|nm0063413
tt0001059|nm0826298
tt0001068|nm0185426
tt0001068|nm0870831
tt0001069|nm0870831
tt0001069|nm0185426
tt0001080|nm0294276
tt0001081|nm0870831
tt0001081|nm0185426
tt0001082|nm0023107
tt0001101|nm0923603
tt0001101|nm0923594
tt0001109|nm0304098
tt0001112|nm0143332
tt0001112|nm0135493
tt0001112|nm0000636
tt0001112|nm0143333
tt0001113|nm0159015
tt0001115|nm0375839
tt0001115|nm0306604
tt0001115|nm0064953
tt0001115|nm0299757
tt0001115|nm0169878
tt0001115|nm0539049
tt0001115|nm0630641
tt0001115|nm1834296
tt0001115|nm0085066
tt0001115|nm0627140
tt0001116|nm0630641
tt0001116|nm0064953
tt0001116|nm0736379
tt0001116|nm0085066
tt0001116|nm0306604
tt0001116|nm0539049
tt0001116|nm0375839
tt0001116|nm0627140
tt0001116|nm0299757
tt0001116|nm0169878
tt0001122|nm0756543
tt0001122|nm0051304
tt0001122|nm0605942
tt0001122|nm0167461
tt0001122|nm0941542
tt0001122|nm0154988
tt0001122|nm0304098
tt0001141|nm0666972
tt0001142|nm0294276
tt0001159|nm0597995
tt0001175|nm0854414
tt0001175|nm0693516
tt0001175|nm0241414
tt0001175|nm0216066
tt0001175|nm0130633
tt0001175|nm0135053
tt0001175|nm0363465
tt0001175|nm0620586
tt0001175|nm0580197
tt0001175|nm0076800
tt0001179|nm0023107
tt0001184|nm0735618
tt0001184|nm0699807
tt0001184|nm0049370
tt0001184|nm0063413
tt0001184|nm0063412
tt0001184|nm0550220
tt0001186|nm0783152
tt0001186|nm0000875
tt0001186|nm0877783
tt0001186|nm0601556
tt0001203|nm0005717
tt0001230|nm0002503
tt0001240|nm0742120
tt0001240|nm0478475
tt0001240|nm0627274
tt0001240|nm1267460
tt0001240|nm1266474
tt0001240|nm1266292
tt0001240|nm0000636
tt0001240|nm0381005
tt0001240|nm0088881
tt0001240|nm0762935
tt0001247|nm0294276
tt0001258|nm1459190
tt0001258|nm2528881
tt0001258|nm1993094
tt0001258|nm0478475
tt0001258|nm1833881
tt0001258|nm0421945
tt0001258|nm0088881
tt0001258|nm1458507
tt0001258|nm0333175
tt0001258|nm2112876
tt0001277|nm0299757
tt0001277|nm5190017
tt0001277|nm0169878
tt0001277|nm0375839
tt0001277|nm0772788
tt0001277|nm0736379
tt0001285|nm0401967
tt0001285|nm0366742
tt0001285|nm0037789
tt0001285|nm0448682
tt0001285|nm0085865
tt0001285|nm0832458
tt0001304|nm1234686
tt0001304|nm0005736
tt0001304|nm0762408
tt0001304|nm0513617
tt0001338|nm0324690
tt0001338|nm0471787
tt0016957|nm0114266
tt0001338|nm0698839
tt0001341|nm0468351
tt0001341|nm0218175
tt0001341|nm0471818
tt0001341|nm0952034
tt0001341|nm1024681
tt0001341|nm0782422
tt0001341|nm0295457
tt0001353|nm0304098
tt0001353|nm0135052
tt0001358|nm1159832
tt0001358|nm0262132
tt0001358|nm0234670
tt0001358|nm5227562
tt0001358|nm0360733
tt0001358|nm5665880
tt0001358|nm0084830
tt0001364|nm0159015
tt0001364|nm0036298
tt0001364|nm0305918
tt0001366|nm0159015
tt0001370|nm0896618
tt0001370|nm0764002
tt0001370|nm0105501
tt0001370|nm0182214
tt0001379|nm0294276
tt0001381|nm2434920
tt0001381|nm1261170
tt0001381|nm1003261
tt0001381|nm0300487
tt0001381|nm0927690
tt0001381|nm0835591
tt0001381|nm5223669
tt0001381|nm2547818
tt0001381|nm0511155
tt0001381|nm0526189
tt0001382|nm0182052
tt0001386|nm0304098
tt0001422|nm0001908
tt0001440|nm0064953
tt0001440|nm0169878
tt0001440|nm0299757
tt0001440|nm1434907
tt0001440|nm0539049
tt0001440|nm1206972
tt0001440|nm0332028
tt0001440|nm0085066
tt0001440|nm0375839
tt0001440|nm2150938
tt0001475|nm1616439
tt0001475|nm1617025
tt0001475|nm0207512
tt0001475|nm0836458
tt0001475|nm1714653
tt0001475|nm0108345
tt0001482|nm0000428
tt0001482|nm0287792
tt0001482|nm0377289
tt0001482|nm0524306
tt0001482|nm0005658
tt0001482|nm0568282
tt0001495|nm0294276
tt0001498|nm0768187
tt0001498|nm0095809
tt0001498|nm1372000
tt0001498|nm0697944
tt0001498|nm0330280
tt0001498|nm0644728
tt0001498|nm0205986
tt0001498|nm0007239
tt0001515|nm0408436
tt0001521|nm0630927
tt0001521|nm5231656
tt0001521|nm3068222
tt0001521|nm0227602
tt0001521|nm1267460
tt0001530|nm0738202
tt0001530|nm0198972
tt0001530|nm0519315
tt0001530|nm0528022
tt0001530|nm0383382
tt0001531|nm0383382
tt0001531|nm0092809
tt0001531|nm1010943
tt0001531|nm0909492
tt0001531|nm0528022
tt0001531|nm0627427
tt0001531|nm0738202
tt0001531|nm0198972
tt0001569|nm0681933
tt0001573|nm0005717
tt0001580|nm0018885
tt0001580|nm0029253
tt0001583|nm0869559
tt0001583|nm0304098
tt0001583|nm0529735
tt0001583|nm0634170
tt0001583|nm0719749
tt0001586|nm0681933
tt0001586|nm0408436
tt0001587|nm0063413
tt0001587|nm0550220
tt0001592|nm0647719
tt0001592|nm0676978
tt0001592|nm1532213
tt0001592|nm0088881
tt0001592|nm1458590
tt0001592|nm0927690
tt0001592|nm0690702
tt0001592|nm0491503
tt0001592|nm0478475
tt0001592|nm0740463
tt0001602|nm0239263
tt0001602|nm0118272
tt0001602|nm0736464
tt0001602|nm0312146
tt0001602|nm0037414
tt0001602|nm0136241
tt0001602|nm0260771
tt0001602|nm0216941
tt0001602|nm0728158
tt0001602|nm0328322
tt0001603|nm0511155
tt0001603|nm5239866
tt0001603|nm5239890
tt0001603|nm0227602
tt0001603|nm0927374
tt0001603|nm0511223
tt0001603|nm5239860
tt0001603|nm0583207
tt0001603|nm0512539
tt0001603|nm0406094
tt0001604|nm0272340
tt0001604|nm0030667
tt0001604|nm0254852
tt0001604|nm0519315
tt0001604|nm0383329
tt0001604|nm0528022
tt0001604|nm0376556
tt0001604|nm0163519
tt0001604|nm0328760
tt0001604|nm0181848
tt0001609|nm0005717
tt0001610|nm0005717
tt0001611|nm0005717
tt0001612|nm0005717
tt0001628|nm0848232
tt0001630|nm1270556
tt0001630|nm0300487
tt0001630|nm0631025
tt0001630|nm0473134
tt0001630|nm0005869
tt0001630|nm0707778
tt0001630|nm0003425
tt0001630|nm0166547
tt0001630|nm1495634
tt0001630|nm0585785
tt0001648|nm0949565
tt0001648|nm0672885
tt0001692|nm0643138
tt0001692|nm0005869
tt0001692|nm0300487
tt0001692|nm0003425
tt0001692|nm0282348
tt0001692|nm1270556
tt0001692|nm0016799
tt0001706|nm0865178
tt0001706|nm0533615
tt0001706|nm0639631
tt0001706|nm0001908
tt0001706|nm0138771
tt0001706|nm0693055
tt0001711|nm1356916
tt0001711|nm0002161
tt0001711|nm0166433
tt0001711|nm0372992
tt0001711|nm0179557
tt0001711|nm0388674
tt0001711|nm0723801
tt0001711|nm0009872
tt0001712|nm1071095
tt0001712|nm0288616
tt0001712|nm0054884
tt0001716|nm0294276
tt0001731|nm0198972
tt0001731|nm0519315
tt0001731|nm0164888
tt0001731|nm0528022
tt0001731|nm0738202
tt0001731|nm0383382
tt0001756|nm0005717
tt0001756|nm0679170
tt0001756|nm0034454
tt0001756|nm0034548
